0,1,2,3,4,5,6,7,8
0.0483124690362,0.0865170517346,0.23370554614,0.141961398824,0.0866346422487,0.0235043479041,0.0324463912881,0.269941350912,0.0769768019127
0.0816484375748,0.249159885551,0.0367202371679,0.0867699433651,0.0221328446813,0.169822670407,0.121085649138,0.0940291885317,0.138631143583
0.038320460399,0.137364814609,0.194566899464,0.0205360707798,0.0384473562267,0.0296536025868,0.162206826843,0.202385793188,0.176518175904
0.0297793921333,0.137463956764,0.0130981568077,0.0473132677796,0.0843293016579,0.0446913757861,0.514457689878,0.103758071801,0.0251087873929
0.11433365668,0.184884703847,0.0679278847121,0.179227518774,0.059921101373,0.13058894201,0.0667954269025,0.0862792312202,0.11004153448
0.04997267453,0.0471206935575,0.0651146320375,0.306826444916,0.266132833484,0.123176096077,0.0567428997503,0.019558059954,0.0653556656932
0.0736501787424,0.0328928510404,0.322243088381,0.063104091348,0.300578742791,0.0346987109648,0.0251245101908,0.132618055073,0.0150897714688
0.0750781472263,0.117566673211,0.0736708646823,0.322987741322,0.13097127436,0.0501037630604,0.0200232937374,0.0751171036056,0.134481138794
0.102424460093,0.363688165751,0.148100257094,0.0106312167045,0.160170026869,0.0503814742078,0.0821872606783,0.0325893738578,0.0498277647448
0.0159341838751,0.0898488772761,0.0709559859691,0.0242301234972,0.165823760487,0.0110088683836,0.227277532552,0.147970831126,0.246949836835
0.0252529612094,0.128678168431,0.37757114225,0.0180647640488,0.294234938324,0.00859885320505,0.0510008431701,0.0509872357416,0.0456110936202
0.0187502019071,0.131644873378,0.343343423965,0.0839142607866,0.224861942981,0.0877578061742,0.0358076955914,0.0523616637629,0.0215581314532
0.284855712226,0.156502257053,0.0704099741006,0.0417024927728,0.12220010603,0.0783201031486,0.0388450506548,0.138371397735,0.068792906279
0.0962073302049,0.104783599708,0.0689433846983,0.0915275033546,0.453423480064,0.0295326880497,0.0430132598659,0.0674940856793,0.0450746683751
0.049573138341,0.375008102777,0.098204677077,0.0781659784123,0.140196296258,0.0555484789764,0.152259877207,0.0341519154872,0.0168915354637
0.151471354046,0.28693283259,0.165919468484,0.0249044239796,0.121558687307,0.00408505215977,0.140527386003,0.0754440927456,0.0291567026863
0.0159405235885,0.17155446375,0.134672513201,0.117432186191,0.0404849022379,0.0290032340382,0.379049069012,0.0773042964101,0.0345588115711
0.0196534184422,0.0846357121402,0.173523156397,0.151197685681,0.382717039091,0.0675762391404,0.0209234729023,0.0441709166407,0.0556023595647
0.355595207397,0.075488983269,0.0553261494914,0.118732812439,0.138595971357,0.144896115556,0.0666540621032,0.0230683923623,0.0216423060247
0.0350180023909,0.0913468364269,0.259442199875,0.113523501083,0.322945749919,0.0169785153536,0.0322341420135,0.0376167784554,0.0908942744831
0.144266863575,0.411903164551,0.100945204518,0.0685826675136,0.0504389849157,0.0369160012284,0.0819315334637,0.0674503541515,0.0375652260828
0.665839904701,0.0552178015667,0.0570152046504,0.0345529744585,0.0272390626835,0.0456366833802,0.0669648826958,0.0215457838793,0.0259877019851
0.0248953346163,0.113797618781,0.0386557559597,0.0463231505116,0.0855732605629,0.446576080517,0.166277955971,0.0459861878777,0.0319146552028
0.0353455189468,0.139967720826,0.260782470055,0.0283207174448,0.179328636846,0.0373713944076,0.0991965476595,0.130817607341,0.0888693864741
0.11470611282,0.0820545412754,0.0565097762787,0.0474045142276,0.579130666141,0.0259220694365,0.0329435788113,0.033462350521,0.0278663904885
